Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
2.0,2.0,77.0,Rural,46.0,None,False,Electric,False,True,2020-04-21,White,Andreas,False,Good,Good,Excellent,Poor,5.0,1.88,,P7S75O Wood EGROVV9,213.97207
1.0,1.0,98.0,Suburban,23.0,None,False,Oil,True,True,2022-06-27,,Natalie,False,Excellent,Good,Excellent,Excellent,5.0,4.65,,Steel TN8VR,189.5192
2.0,2.0,107.0,Rural,31.0,None,False,Gas,False,True,2023-11-15,Green,Laura,False,Excellent,Excellent,Poor,Good,5.0,3.01,,Aluminum 70Q8,249.1898
3.0,2.0,137.0,Urban,49.0,Poor,True,Gas,True,True,2021-01-04,Gray,Sandra,False,Good,Good,Good,Excellent,11.0,1.41,137.0,SG8FR Steel WMCYV,325.38976
,1.0,66.0,Rural,67.0,Poor,,Electric,False,True,2021-07-04,Yellow,Daniel,False,Poor,Good,Excellent,Poor,11.0,4.05,40.8,H7X Aluminum 9LGNX,138.92272
1.0,1.0,40.0,Suburbann,49.0,None,False,Electricity,False,True,2020-02-11,Yellow,Sandra,False,Poor,Good,Poor,Good,5.0,1.6,,Wood H4A,59.89855
1.0,2.0,94.0,,48.0,None,False,Electricity,True,True,2021-09-08,Gray,Daniel,False,Good,Poor,Excellent,Excellent,5.0,3.09,58.2,Wood 5TB2H Window,264.09633
,1.0,37.0,Urban,27.0,None,False,Gas,True,True,2020-05-26,Green,Theresa,False,Poor,Excellent,Good,Good,5.0,2.02,,RABX Steel 5SZYS5C,182.35134
,,25.0,Rural,23.0,Excellent,,Electricity,False,True,2023-02-06,Gray,Stefan,False,Good,Excellent,Good,Excellent,39.0,2.89,,Wood 7U3Y4 Window,300.9288
2.0,1.0,137.0,Suburbann,46.0,None,False,Electricity,False,True,2022-01-11,Yellow,,False,Poor,Good,Good,Good,5.0,2.86,82.8,Wood PN8GUJ Window,123.49389
,1.0,88.0,Urban,19.0,None,True,Gas,False,True,2023-08-25,Green,Natalie,False,Poor,Good,Excellent,Good,5.0,3.05,,Steel I07ZLC,249.98124
1.0,1.0,32.0,Rural,33.0,None,False,Oil Heating,False,True,2021-01-17,Gray,Sabrina,False,Poor,Excellent,Poor,Excellent,5.0,3.0,51.2,5PL Wood PX8WAAK Window,180.36114
2.0,2.0,95.0,,,None,False,Oil,True,True,2023-10-20,Gray,Sandra,False,Good,Good,Excellent,Good,5.0,1.84,,Aluminum EEUT,197.82724
1.0,1.0,116.0,Urban,54.0,None,False,Gas,False,True,2022-09-08,Green,Florian,False,Good,Excellent,Excellent,Good,5.0,3.1,116.0,4YQH45 Aluminum QHF559J Window,173.91944
,2.0,116.0,Rural,67.0,None,True,Oil Heating,True,True,2020-03-31,White,Johanna,False,Excellent,Excellent,Excellent,Poor,5.0,3.24,,Wood BFYI Window,373.02908
1.0,1.0,82.0,Rural,25.0,Excellent,False,Oil Heating,False,True,2022-03-08,Yellow,Martin,False,Excellent,Good,Good,Excellent,39.0,2.54,129.6,DF2QF Steel O6KT,503.91359
1.0,3.0,119.0,Rural,45.0,None,True,Electric,True,True,2022-12-29,,Florian,False,Excellent,Good,Excellent,Excellent,5.0,3.32,,PXV314 Wood DZ0CO,327.08511
,2.0,95.0,Rural,43.0,None,False,Oil,False,True,2021-08-07,,Denis,False,Excellent,Good,Good,Excellent,5.0,1.73,,Steel UVWE Window,405.73405
2.0,2.0,115.0,Urban,56.0,None,False,Gas,False,True,2022-06-05,Gray,,False,Good,Good,Excellent,Good,5.0,2.58,115.0,6PAMB Aluminum RY8Y,174.62834
,1.0,116.0,Urban,,None,False,Oil Heating,False,True,2021-01-30,Green,,False,Excellent,Poor,Good,Good,5.0,3.02,,P5O Wood RMB,235.8954
1.0,,51.0,Suburban,32.0,Good,False,Oil Heating,True,True,2021-01-16,White,Laura,False,Excellent,Good,Excellent,Good,15.0,3.22,81.6,Wood 73WYB Window,124.47415
1.0,2.0,118.0,Suburban,,None,False,Electricity,True,False,2021-12-18,Gray,Andreas,False,Good,Excellent,Good,Good,5.0,2.3,71.4,OPML Wood QQSAM22 Window,101.40332
1.0,2.0,64.0,,61.0,None,False,Oil,True,True,2021-11-15,Yellow,Sabrina,False,Good,Good,Excellent,Poor,5.0,4.55,,Aluminum 2YIC20J,190.14621
1.0,1.0,45.0,Rural,37.0,None,False,Oil,False,False,2022-03-12,Green,Sandra,False,Excellent,Excellent,Good,Good,5.0,2.52,,DAIQZ Aluminum 3OJD4,2551.6054
2.0,,99.0,,-23.0,None,False,Electricity,True,False,2023-07-28,,Denis,False,Good,Good,Excellent,Good,5.0,3.45,,UUU5875 Aluminum 559Y,76.26376
1.0,,39.0,Urban,,,,Electric,False,False,2020-12-03,Gray,Roman,False,Excellent,Good,Excellent,Good,15.0,1.13,24.6,JB3WZHP Aluminum 35FV,82.18535
2.0,2.0,97.0,Urban,54.0,None,,Oil,False,True,2020-07-17,Gray,Daniel,False,Good,Good,Excellent,Poor,5.0,2.14,,Wood 40XL,222.70207
,1.0,53.0,Rural,63.0,None,,Gas,False,False,2020-11-13,Yellow,Laura,True,Good,Good,Good,Good,5.0,4.87,53.0,Wood MP2,157.16169
1.0,1.0,25.0,,57.0,Good,,Gas,False,True,2021-06-08,Green,Theresa,False,Poor,Good,Poor,Excellent,15.0,2.48,,Steel X8RSX,106.79611
,1.0,59.0,Rural,31.0,Good,,Oil Heating,True,False,2023-04-16,Yellow,Stefan,False,Good,Excellent,Good,Good,15.0,4.99,94.4,Aluminum ALE Window,202.76215
1.0,2.0,-260.0,Suburbann,54.0,Good,,Oil Heating,False,True,2021-01-20,Yellow,Laura,False,Good,Good,Excellent,Excellent,15.0,1.4,,FNIXE Wood R5E2NEV,197.60121
2.0,2.0,87.0,Suburbann,18.0,None,,Oil,False,True,2020-10-06,Green,Theresa,False,Excellent,Good,Excellent,Good,5.0,2.0,,Aluminum 0LC7W37,108.53795
,1.0,61.0,Suburban,,Excellent,False,Gas,False,True,2020-05-08,White,,False,Good,Poor,Good,Poor,39.0,2.74,,33SD04 Aluminum VVJ4IS Window,97.87818
1.0,2.0,98.0,Suburbann,,None,False,Gas,False,True,2020-11-25,Yellow,Martin,False,Good,Good,Good,Good,5.0,2.41,98.0,D0P Aluminum EU3GQ,80.76504
2.0,1.0,121.0,,69.0,Good,True,Electric,False,False,2023-11-14,Yellow,Theresa,False,Excellent,Good,Good,Poor,15.0,4.11,,MUFN0M Aluminum ZXC Window,147.0794
,,57.0,Rural,33.0,None,,Gas,False,True,2021-10-19,Green,Florian,False,Good,Good,Poor,Excellent,5.0,3.22,,2UOG4T Wood IKBSE,210.16618
,4.0,141.0,Suburbann,17.0,Excellent,False,Electric,False,True,2021-12-30,Yellow,Lukas,False,Excellent,Good,Good,Good,39.0,4.01,,G9DL Wood KC7WWZ0 Window,195.76233
1.0,1.0,143.0,Suburbann,43.0,Good,False,Gas,False,False,2021-05-07,,Sandra,False,Good,Poor,Good,Good,15.0,2.0,142.0,Steel QEWC2OS Window,156.68181
1.0,1.0,25.0,Suburban,17.0,None,False,Gas,True,True,2024-03-11,White,Florian,False,Poor,Excellent,Poor,Good,5.0,1.99,,Aluminum 6GIRV Window,45.88524
1.0,1.0,60.0,Rural,33.0,Good,True,Oil,False,False,2024-03-25,Gray,Natalie,False,Excellent,Good,Good,Good,15.0,2.87,,QM20Z Wood M4DAT,257.15273
1.0,1.0,26.0,Suburban,52.0,Excellent,,Oil,False,True,2020-07-18,,,False,Poor,Good,Good,Poor,39.0,2.87,40.0,PMNXG9T Aluminum K11J,82.54233
,1.0,26.0,Rural,51.0,Good,False,Oil,False,True,2023-09-11,,Florian,False,Excellent,Poor,Excellent,Good,15.0,1.88,43.2,Aluminum U04QO2 Window,152.02493
1.0,,56.0,Suburban,35.0,None,False,Electric,True,True,2023-01-15,Yellow,Andreas,False,Good,Excellent,Good,Excellent,5.0,1.68,,Aluminum 8M3ROB Window,66.1463
2.0,2.0,124.0,,19.0,Good,False,Gas,False,False,2023-08-16,Green,Martin,False,Excellent,Good,Excellent,Good,15.0,2.92,125.0,V8Z9HD Aluminum PQ9,279.03211
2.0,1.0,98.0,Suburban,-11.0,None,,Electric,False,True,2020-12-31,Yellow,Roman,False,Good,Good,Excellent,Good,5.0,4.78,,09BZMJL Wood NUIHZ3M,104.43869
,1.0,53.0,Rural,,None,False,Gas,True,False,2020-03-16,Yellow,Theresa,False,Good,Good,Excellent,Poor,5.0,4.57,53.0,6JW Wood 5G3Y11L Window,160.45446
1.0,1.0,47.0,Rural,25.0,None,False,Electricity,False,False,2023-12-21,White,Florian,False,Excellent,Good,Excellent,Excellent,5.0,2.26,28.2,Steel 6VKUHC Window,242.41109
1.0,2.0,97.0,Urban,54.0,None,,Oil,True,False,2022-11-30,White,Daniel,False,Good,Excellent,Good,Poor,5.0,3.3,155.2,ULNJP Steel XJPK5M8 Window,247.06623
1.0,1.0,51.0,,44.0,Good,False,Oil,True,True,2023-05-16,Green,Maria,False,Excellent,Poor,Good,Excellent,15.0,1.93,,IE7BXL Wood Q3SY Window,125.70482
1.0,1.0,31.0,Suburbann,53.0,Good,False,Gas,True,False,2022-07-17,Gray,Sandra,False,Excellent,Excellent,Excellent,Good,15.0,2.75,29.0,Steel 0Z7RRQN,112.18437
2.0,2.0,85.0,Suburban,49.0,None,False,Oil Heating,False,True,2020-11-25,Gray,Laura,False,Poor,Excellent,Poor,Poor,5.0,1.36,139.2,7BBUIY Aluminum URVJ9Z Window,90.7191
1.0,1.0,23.0,Suburban,42.0,Good,False,Oil Heating,False,False,2020-01-08,,Florian,False,Good,Excellent,Good,Good,15.0,3.11,,Wood PSAZHH Window,72.26646
,2.0,73.0,Rural,54.0,None,True,Electric,False,True,2022-06-07,Green,,False,Good,Good,Good,Excellent,5.0,1.62,,XB3QGYV Wood VWE32L1,222.00728
3.0,1.0,117.0,Suburban,,None,,Oil Heating,False,False,2020-01-31,Gray,Florian,False,Excellent,Good,Good,Excellent,5.0,2.59,187.2,7ECQH Steel GOEWE,150.56638
,2.0,98.0,Suburban,,None,False,Gas,False,False,2023-02-17,Gray,Stefan,False,Excellent,Good,Excellent,Good,5.0,1.67,,Wood DWD,108.92784
,1.0,48.0,Urban,66.0,Good,False,Gas,True,False,2021-05-27,,Natalie,False,Excellent,Good,Excellent,Excellent,15.0,2.78,48.0,Wood 5JQTFOD Window,154.45817
1.0,2.0,97.0,Urban,25.0,Good,False,Oil Heating,False,True,2020-05-21,Green,Daniel,False,Poor,Good,Poor,Excellent,15.0,2.3,,OY4I Wood QOPEJM Window,250.00932
3.0,1.0,122.0,Suburbann,60.0,Good,,Gas,True,True,2020-05-10,White,Sabrina,False,Good,Excellent,Good,Good,15.0,3.63,5342.0,IQR Wood 7NLW,157.00061
2.0,1.0,73.0,Suburbann,47.0,None,,Oil Heating,True,True,2020-12-15,,,False,Good,Good,Excellent,Good,5.0,1.98,115.2,MJZV2H3 Wood 9LXB,122.14574
2.0,2.0,66.0,Urban,60.0,Good,,Gas,False,False,2020-11-07,Gray,Laura,False,Excellent,Excellent,Good,Good,15.0,2.94,66.0,C9N Steel ZZL9N Window,205.16417
2.0,1.0,82.0,Rural,44.0,None,False,Gas,True,True,2020-04-29,Gray,Daniel,False,Excellent,Poor,Poor,Excellent,5.0,1.36,83.0,Aluminum B80D,188.93631
2.0,3.0,142.0,Suburban,,Poor,,Electric,False,False,2022-02-14,Yellow,Lukas,False,Excellent,Good,Good,Good,11.0,3.49,85.8,WMA1 Wood 9M1Z6 Window,118.22339
1.0,1.0,57.0,,64.0,Good,False,Gas,True,False,2021-03-03,Green,Sandra,False,Good,Good,Good,Poor,15.0,3.3,59.0,QP9 Steel 354YFRQ Window,112.36277
1.0,1.0,48.0,,44.0,None,False,Oil Heating,True,True,2022-01-19,Yellow,Roman,False,Good,Poor,Good,Poor,5.0,1.66,,357K5QL Wood BGYH3A Window,152.36735
1.0,1.0,73.0,Rural,42.0,None,,Gas,True,False,2021-09-16,White,Sandra,False,Excellent,Good,Good,Poor,5.0,2.01,74.0,Aluminum 58QXI5N,146.52943
1.0,1.0,48.0,Suburban,50.0,Poor,False,Gas,True,True,2020-11-09,White,Andreas,False,Good,Excellent,Good,Excellent,11.0,1.87,49.0,Wood 8SC Window,101.47448
3.0,3.0,123.0,Suburban,64.0,None,False,Oil Heating,False,False,2022-07-05,,Theresa,False,Good,Excellent,Excellent,Excellent,5.0,1.67,196.8,Wood V650GQO,148.26987
,1.0,109.0,Rural,30.0,Poor,,Gas,False,True,2023-04-22,White,,False,Good,Good,Poor,Excellent,11.0,3.16,110.0,D933 Aluminum BF8M9V,266.76102
2.0,1.0,124.0,Rural,61.0,Excellent,False,Electric,False,True,2020-01-06,Yellow,Natalie,False,Good,Good,Excellent,Excellent,39.0,3.97,75.6,HXGERVG Wood DH3MH67 Window,393.8649
,2.0,90.0,Urban,56.0,Good,False,Gas,False,True,2022-07-05,Green,Lukas,False,Excellent,Good,Good,Good,15.0,2.96,,Wood 3MM Window,224.80079
1.0,2.0,112.0,Suburban,49.0,None,False,Oil,False,True,2020-03-04,,Sandra,False,Good,Poor,Poor,Good,5.0,2.55,177.6,Wood 8E3D9 Window,135.87793
1.0,2.0,145.0,Urban,53.0,None,False,Electric,True,True,2023-03-08,Green,Sabrina,False,Poor,Good,Good,Good,5.0,2.88,,WGBCRB Aluminum T9EAQMM,174.30453
2.0,1.0,72.0,Rural,,None,,Oil Heating,True,True,2020-01-22,Gray,Johanna,False,Excellent,Good,Good,Good,5.0,1.36,,RPOM7L Wood RZY Window,265.06723
2.0,2.0,82.0,Urban,31.0,None,False,Gas,False,False,2023-10-14,White,Laura,False,Good,Good,Good,Good,5.0,3.19,82.0,VQ7BJG Wood S29,163.51841
,3.0,120.0,Suburbann,46.0,,,Gas,False,True,2021-06-10,Gray,Florian,False,Good,Good,Good,Excellent,5.0,1.28,,0VN Wood A1MX1R Window,144.09418
1.0,2.0,117.0,Rural,51.0,None,,Gas,True,True,2020-11-12,Yellow,Roman,False,Good,Good,Excellent,Good,5.0,1.28,,Aluminum WSV2PQ Window,247.86612
,1.0,49.0,Urban,68.0,Excellent,False,Oil,True,True,2022-12-15,Yellow,Lukas,False,Good,Excellent,Good,Excellent,39.0,1.74,,Wood HWCG Window,266.91964
1.0,1.0,27.0,Rural,36.0,None,False,Oil Heating,False,False,2020-04-22,White,Theresa,False,Good,Excellent,Excellent,Good,5.0,3.62,,Aluminum MIWR,90.46487
2.0,3.0,116.0,Suburban,32.0,Good,False,Gas,True,False,2024-03-09,White,Natalie,False,Good,Excellent,Poor,Poor,15.0,2.87,115.0,H0X181 Steel YI02EZV,166.36281
1.0,2.0,125.0,Urban,34.0,Good,False,Electric,False,True,2021-04-08,Gray,Johanna,False,Poor,Good,Good,Poor,15.0,2.39,75.0,2Q7D Wood 8J11W9 Window,216.8928
5.0,5.0,137.0,Urban,36.0,None,False,Oil Heating,True,True,2021-10-27,White,Denis,False,Good,Excellent,Good,Excellent,5.0,3.85,217.6,Steel UPFE Window,393.80328
1.0,3.0,131.0,Rural,57.0,None,False,Gas,True,False,2022-12-11,,Andreas,False,Good,Good,Excellent,Poor,5.0,3.06,,BT58 Aluminum C373,231.25189
1.0,1.0,41.0,Suburbann,44.0,None,False,Gas,True,True,2023-06-26,White,Sandra,False,Excellent,Good,Good,Excellent,5.0,2.19,42.0,Wood M2VX8W,94.76249
,1.0,49.0,Urban,24.0,None,False,Oil,False,True,2023-07-21,White,Florian,False,Good,Excellent,Good,Excellent,5.0,3.49,,Steel PGB7CHU Window,231.02259
1.0,1.0,39.0,Rural,41.0,Poor,,Oil,False,True,2021-07-07,Yellow,Florian,False,Good,Good,Poor,Good,11.0,3.26,,U0B3JC Aluminum IP4JG4Q Window,135.25376
2.0,1.0,72.0,Urban,33.0,Good,False,Oil Heating,False,True,2022-01-16,Yellow,Johanna,False,Good,Poor,Poor,Excellent,15.0,1.49,,GKS Aluminum 63P,169.22679
5.0,2.0,143.0,Urban,45.0,Poor,,Electricity,True,True,2020-10-09,White,Johanna,False,Good,Good,Good,Good,11.0,2.55,,Wood JZ19,5051.2612
1.0,1.0,50.0,Urban,,None,,Oil,False,True,2021-05-31,Yellow,Maria,False,Excellent,Good,Excellent,Excellent,5.0,4.24,81.6,DKCW8 Aluminum KCE6EY,113.01313
1.0,2.0,70.0,Suburban,65.0,None,,Electricity,True,True,2024-02-21,Green,Sabrina,False,Good,Good,Poor,Good,5.0,2.59,41.4,Aluminum CA7WUM Window,61.51537
2.0,5.0,143.0,Urban,45.0,None,False,Oil Heating,True,True,2024-01-26,Gray,Lukas,False,Good,Good,Good,Good,5.0,2.82,225.6,8W3QA1T Steel HZJ,393.86663
1.0,1.0,107.0,Rural,48.0,None,False,Gas,False,True,2021-09-25,Yellow,Sandra,False,Good,Good,Excellent,Good,5.0,2.48,106.0,HFYAV Wood X7O7,288.34126
1.0,1.0,36.0,Urban,31.0,None,False,Gas,False,True,2021-03-25,Yellow,Andreas,False,Excellent,Poor,Excellent,Excellent,5.0,3.07,,Aluminum WJ7FTH Window,83.6359
1.0,1.0,49.0,Suburban,42.0,Good,False,Gas,False,True,2022-11-11,Green,Daniel,False,Poor,Good,Good,Good,15.0,2.21,,Wood LRKI Window,97.60977
2.0,1.0,63.0,Rural,32.0,None,,Gas,False,True,2021-04-19,Green,Johanna,False,Good,Good,Excellent,Poor,5.0,3.41,63.0,Aluminum SUN Window,151.48528
,1.0,100.0,Suburbann,57.0,None,,Electricity,True,True,2022-07-09,Green,Sandra,False,Excellent,Excellent,Good,Good,5.0,1.52,,Aluminum EO8,87.87402
1.0,1.0,90.0,Urban,50.0,None,False,Electric,False,True,2022-01-17,,Natalie,False,Good,Good,Good,Excellent,5.0,2.27,54.0,V1BQI Aluminum E8Z0RQ8,116.95922
2.0,2.0,108.0,,42.0,None,False,Oil Heating,True,True,2021-06-01,Green,Daniel,False,Good,Excellent,Poor,Good,5.0,3.04,,S0BB Wood SGP0ZJS,155.16133
1.0,1.0,30.0,Rural,54.0,None,False,Oil Heating,True,False,2021-07-23,Gray,Theresa,False,Excellent,Excellent,Good,Good,5.0,2.09,,PN7 Aluminum WTXMHK,111.1826
1.0,3.0,113.0,Urban,35.0,None,,Gas,True,True,2024-01-01,Yellow,Maria,False,Excellent,Excellent,Excellent,Good,5.0,2.21,113.0,DTQ Steel 3C1T,316.76464
1.0,1.0,35.0,Suburban,,Excellent,True,Oil Heating,False,True,2023-01-31,Green,Andreas,False,Excellent,Excellent,Excellent,Good,39.0,2.78,56.0,Wood 6E9OP9,140.20396
2.0,2.0,107.0,Rural,55.0,None,,Electricity,True,True,2021-06-29,White,Sandra,False,Excellent,Good,Excellent,Good,5.0,2.74,63.6,TRC5OD Wood 1QGB49J Window,285.45066
2.0,2.0,65.0,Rural,50.0,None,False,Electricity,False,True,2021-04-24,Green,Daniel,False,Poor,Good,Good,Poor,5.0,2.92,,T0IT Wood UOV91B4 Window,188.03809
5.0,2.0,136.0,,44.0,Good,False,Oil Heating,False,False,2021-04-30,Gray,,False,Good,Good,Excellent,Poor,15.0,2.51,216.0,Steel WAO4 Window,441.48749
2.0,3.0,129.0,Urban,51.0,None,,Gas,False,False,2022-02-22,Gray,Daniel,False,Good,Good,Good,Good,5.0,3.06,129.0,Steel LH35 Window,243.56746
2.0,1.0,125.0,Rural,59.0,None,,Oil Heating,True,True,2020-03-23,White,Denis,False,Excellent,Good,Poor,Poor,5.0,3.17,196.8,Steel EF3RK,428.93997
,1.0,36.0,Rural,10.0,Excellent,False,Oil Heating,False,False,2022-09-11,,,False,Good,Good,Excellent,Good,39.0,2.56,59.2,Steel SN68OH Window,345.90905
3.0,1.0,127.0,Urban,38.0,None,False,Oil,False,True,2023-12-27,Green,Stefan,False,Excellent,Good,Poor,Excellent,5.0,1.58,,V9PWWVG Steel VBHWQ0,353.2322
3.0,1.0,107.0,Urban,62.0,None,True,Gas,False,True,2022-05-16,Green,Florian,False,Good,Poor,Excellent,Good,5.0,2.5,108.0,NCNMUN Wood 41JCM7 Window,210.32684
,5.0,148.0,Suburban,56.0,None,True,Gas,True,True,2023-01-28,Green,Denis,False,Excellent,Poor,Excellent,Poor,5.0,3.45,148.0,Wood L44MQSH,178.64423
1.0,3.0,118.0,,29.0,None,False,Gas,False,True,2021-08-17,White,Sandra,False,Good,Poor,Good,Excellent,5.0,3.51,117.0,Steel Y4R,276.43414
3.0,1.0,101.0,Suburban,35.0,None,,Electric,False,False,2022-05-15,White,Florian,False,Good,Good,Good,Good,5.0,2.04,61.2,Wood S8CFVC Window,94.0848
,5.0,139.0,Rural,25.0,None,,Gas,False,True,2020-11-09,White,Theresa,False,Excellent,Good,Excellent,Excellent,5.0,1.39,139.0,Wood AJFUV3 Window,381.8489
,1.0,33.0,Suburban,42.0,None,False,Gas,False,True,2022-06-24,White,Florian,False,Good,Poor,Good,Good,5.0,2.58,34.0,U1BEP Wood BJKTLHA Window,70.03711
,,45.0,Urban,44.0,None,False,Gas,False,True,2022-01-11,Green,Johanna,False,Good,Good,Excellent,Good,5.0,3.0,46.0,Steel CGDOLCI,191.14739
1.0,4.0,149.0,,,None,,Oil,False,True,2021-04-11,Gray,Theresa,False,Excellent,Poor,Good,Good,5.0,2.46,238.4,E1RDDLR Wood GMXW33 Window,302.15996
1.0,2.0,107.0,Rural,58.0,Good,False,Oil,True,True,2024-01-04,White,Maria,False,Good,Good,Poor,Good,15.0,3.64,,XFQ7Z19 Steel 0O9XZ,482.53671
1.0,1.0,43.0,Suburbann,49.0,Poor,False,Electricity,False,True,2022-11-04,Gray,Johanna,False,Good,Good,Excellent,Poor,11.0,3.05,25.2,Steel CDD,113.32992
1.0,1.0,54.0,Urban,60.0,Good,False,Gas,False,True,2020-01-15,White,,False,Excellent,Excellent,Good,Good,15.0,2.61,,Steel 39HV9R,219.05113
2.0,3.0,114.0,Urban,35.0,None,False,Oil Heating,False,False,2021-10-23,White,Natalie,False,Excellent,Good,Excellent,Good,5.0,1.77,182.4,9BKF7LN Wood XIN,230.75028
1.0,1.0,41.0,Suburbann,41.0,None,False,Electric,False,False,2021-03-11,Yellow,Laura,False,Excellent,Good,Poor,Excellent,5.0,3.31,24.6,2SQ1CF Steel 52B0SU,86.73638
4.0,5.0,138.0,Urban,,None,False,Oil Heating,False,True,2021-01-13,White,,False,Excellent,Poor,Good,Poor,5.0,1.46,,Steel OC3EM,343.1653
3.0,3.0,119.0,Rural,40.0,None,False,Gas,False,True,2020-01-03,Gray,Laura,False,Excellent,Good,Good,Good,5.0,1.47,117.0,Wood BZK Window,318.62531
1.0,2.0,141.0,Suburbann,38.0,Good,False,Electricity,False,True,2021-07-31,Yellow,,False,Poor,Excellent,Good,Good,15.0,2.55,84.6,Wood VEFCM Window,145.82098
2.0,2.0,96.0,Suburbann,54.0,None,False,Oil,False,True,2021-09-28,Yellow,,False,Good,Good,Poor,Good,5.0,3.01,153.6,1WNX7 Aluminum X4FPE Window,103.36012
1.0,2.0,87.0,Rural,48.0,Poor,,Oil Heating,False,True,2020-07-17,Green,Daniel,False,Good,Good,Good,Good,11.0,2.46,140.8,Steel C62TZ2,380.5723
2.0,2.0,109.0,Suburbann,66.0,None,True,Oil Heating,False,False,2022-02-14,Gray,Johanna,False,Excellent,Excellent,Poor,Excellent,5.0,1.12,174.4,Steel WDN5AJG,154.83927
1.0,1.0,58.0,Rural,,Excellent,False,Gas,True,False,2023-12-30,Gray,Laura,False,Poor,Good,Good,Good,39.0,2.38,60.0,Aluminum C7V,222.39034
,1.0,28.0,Urban,61.0,None,False,Gas,True,True,2021-03-07,Green,Sabrina,False,Excellent,Good,Good,Excellent,5.0,2.98,,8M62MN Aluminum A2QKXNR Window,77.07198
1.0,1.0,28.0,Rural,7.0,Excellent,,Oil Heating,False,True,2023-07-05,Green,Maria,False,Good,Good,Poor,Excellent,39.0,2.87,43.2,Aluminum RL1BQL Window,246.6765
1.0,1.0,52.0,Urban,54.0,None,False,Gas,False,True,2020-06-09,Yellow,Martin,False,Good,Excellent,Good,Good,5.0,3.91,53.0,Steel TJ08,188.94235
,2.0,77.0,Suburban,56.0,Excellent,,Electric,False,True,2020-06-22,White,Roman,False,Good,Good,Excellent,Good,39.0,2.21,,0SFTHMA Steel NIEPL Window,175.28864
1.0,1.0,27.0,Suburbann,,None,False,Electricity,False,True,2021-05-20,White,Theresa,False,Excellent,Excellent,Poor,Good,5.0,2.81,16.2,Steel 21SEYH Window,91.3971
4.0,5.0,138.0,Suburbann,18.0,Excellent,False,Oil Heating,False,True,2021-02-26,Yellow,Theresa,False,Excellent,Excellent,Excellent,Excellent,39.0,3.28,220.8,DCB Steel PDT7DJ0,286.26691
2.0,1.0,124.0,Rural,,None,,Gas,False,False,2021-11-05,Yellow,Sandra,False,Good,Good,Good,Excellent,5.0,4.01,123.0,Aluminum I6O4N Window,198.40662
2.0,1.0,97.0,Rural,,Good,,Oil,False,True,2022-05-18,,,False,Good,Good,Poor,Good,15.0,2.38,153.6,Wood 5ITJ9DN,343.47733
1.0,2.0,117.0,Suburbann,39.0,None,,Electric,True,True,2021-01-17,Green,,False,Excellent,Excellent,Excellent,Excellent,5.0,1.65,,Wood ZO3BZIH,133.40989
5.0,4.0,132.0,Rural,42.0,Good,,Oil Heating,True,True,2021-01-04,,Stefan,False,Good,Good,Excellent,Good,15.0,1.42,214.4,BQF6 Steel ZPLQ,560.10538
1.0,2.0,146.0,Suburbann,59.0,None,False,Gas,False,True,2021-05-29,Yellow,Andreas,False,Good,Excellent,Poor,Excellent,5.0,2.63,145.0,Steel FAGZZ7,179.6361
1.0,3.0,112.0,Rural,68.0,Good,False,Electric,False,False,2022-12-02,Green,Roman,False,Poor,Excellent,Poor,Good,15.0,2.53,67.2,Aluminum 9LZ,189.27206
2.0,2.0,92.0,Urban,47.0,Poor,False,Oil,False,True,2023-02-11,,Stefan,False,Good,Poor,Good,Poor,11.0,3.74,,4D1LHE Steel X24,288.37741
3.0,2.0,116.0,Urban,37.0,,,Oil Heating,False,True,2023-08-08,White,Theresa,False,Excellent,Good,Good,Excellent,5.0,1.7,187.2,Steel VEO Window,345.66723
1.0,,21.0,Rural,42.0,,False,Oil,True,False,2023-01-14,Gray,Sabrina,False,Good,Good,Good,Good,11.0,1.38,,Aluminum NN0KBHT,107.18231
,1.0,31.0,Rural,69.0,None,False,Gas,False,True,2020-10-31,,Denis,False,Poor,Excellent,Excellent,Good,5.0,1.01,33.0,2OIM8IB Steel 6XHQ Window,229.78783
1.0,3.0,-194.0,Rural,39.0,Good,,Gas,False,False,2020-04-04,Green,Natalie,False,Good,Good,Poor,Poor,15.0,2.86,136.0,Wood EIP Window,295.93429
1.0,1.0,60.0,Rural,26.0,None,False,Oil Heating,False,True,2020-02-04,Green,Sandra,False,Excellent,Good,Excellent,Poor,5.0,2.99,92.8,XCP Aluminum 466ZW Window,170.0761
,1.0,23.0,Suburban,51.0,None,,Electric,False,False,2020-03-12,Yellow,Maria,False,Good,Excellent,Good,Excellent,5.0,4.52,,Wood QHA87B9,52.58351
,4.0,132.0,Urban,17.0,Good,False,Oil,False,False,2020-08-30,,,False,Excellent,Good,Poor,Excellent,15.0,1.55,212.8,R2UEC Wood RQDTCYO Window,280.50552
4.0,1.0,133.0,Suburbann,,None,False,Gas,False,True,2020-04-28,Gray,Laura,False,Good,Excellent,Poor,Good,5.0,1.37,,NWAKZFM Steel YDD,166.88006
